"FILE_NAME","FILE_LABEL","FIELD_NAME","FIELD_FORMAT","FIELD_DESC","FIELD_CODE"
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","BID","text",NA,NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","VISCODE","text",NA,NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LABNAM","text","Laboratory Name",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LABD_DAYS_CONSENT","date","Date Specimen Collection (Derived to days since study consent date)",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LABD_DAYS_T0","date","Date Specimen Collection (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","SAMPLE_ID","text","Sample Identifier",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LBSPEC","text","Specimen Material Type",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LBMETHOD","text","Method Code for Test",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LBTESTCD","text","Short Name of Lab Test",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LBMTDL","text","Name of Lab Test",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LABRESN","text","Lab Result",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LABORESU","text","Lab Results Units",NA
"biomarker_Plasma_Roche_Results.csv","Biomarker - Roche Plasma Assay","LABRESC","text","Reason Not Done","BLQ = BELOW LIMIT OF QUANTIFICATION ; QNS = QUANTITY NOT SUFFICIENT"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SUBSTUDY","text",NA,NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","BID","text",NA,NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","VISCODE","text",NA,NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","VISIT","text","LAB VISIT NAME",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","VISITTYP","text","LAB VISIT TYPE","S - Scheduled; U - Unscheduled"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","VISITMOD","text","LAB VISIT SUB TYPE","T - Early Termination; R - Retest; O - Physician Ordered"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","LBNAM","text","CENTRAL LABORATORY NAME",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SAMPLE_ID","text","Sample Identifier",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","LBDTM_DAYS_CONSENT","date","COLLECTION DATE TIME (Derived to days since study consent date)",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","LBDTM_DAYS_T0","date","COLLECTION DATE TIME (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RCVDTM_DAYS_CONSENT","date","RECEIVED (at the central laboratory) DATE TIME (Derived to days since study consent date)",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RCVDTM_DAYS_T0","date","RECEIVED (at the central laboratory) DATE TIME (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SPECMNUM","text","SPECIMEN MATERIAL ID",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","LBSPEC","text","SPECIMEN MATERIAL DESCRIPTION",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","FASTSTAT","text","FASTING STATUS","Y - Yes; N - N; U - Unknown"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","BATTRID","text","BASE BATTERY ID",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","BATTRNAM","text","BASE BATTERY NAME",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","LBTESTCD","text","LAB TEST CODE",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","LBTEST","text","TEST NAME",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","TSTSTAT","text","TEST STATUS","D - Done; N - Not Performed; X - Cancelled"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","TSTDTM_DAYS_CONSENT","date","TEST DATE TIME (Derived to days since study consent date)",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","TSTDTM_DAYS_T0","date","TEST DATE TIME (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","TSTTYP","text","TEST TYPE","S - Study Test; N - Non-Study Test; U - Unscheduled Study Test"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTRESC","text","REPORTED TEXT RESULT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTRESN","numeric","REPORTED NUMERIC RESULT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTRESNP","text","REPORTED RESULT NUMERIC PRECISION",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTNRLO","numeric","REPORTED Lower limit of reference range",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTNRHI","numeric","REPORTED Upper limit of reference range",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTU","text","REPORTED UNITS OF MEASUREMENT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","CNVRESC","text","CONVENTIONAL TEXT RESULT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","CNVRESN","numeric","CONVENTIONAL NUMERIC RESULT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","CNVRESNP","text","CONVENTIONAL RESULT NUMERIC PRECISION",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","CNVNRLO","numeric","CONVENTIONAL REF RANGE LO",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","CNVNRHI","numeric","CONVENTIONAL REF RANGE HI",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","CNVU","text","CONVENTIONAL UOM",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SIRESC","text","SI TEXT RESULT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SIRESN","numeric","SI NUMERIC RESULT",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SIRESNP","text","SI RESULT NUMERIC PRECISION",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SINRLO","numeric","SI REF RANGE LO",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SINRHI","numeric","SI REF RANGE HI",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","SIU","text","SI UOM",NA
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","RPTRTYP","text","RESULT TYPE","C - Coded; N - Numeric; T - Text; G - Greater Than (quantifiable limit); L - Less Than (quantifiable limit); R - Range"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","ALRTFL","text","ALERT FLAG","LP - Low Panic; LT - Low Telephone; LN - Low Normal; N - Normal; HN - High Normal; HT - High Telephone; HP - High Panic; AB - Abnormal;"
"clrm_ecg.csv","Clinical Laboratory Results Modernization (CLRM) -  ECG","DELTFL","text","DELTA FLAG","D+ for an increase in value; D- for a decrease in value"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SUBSTUDY","text",NA,NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","BID","text",NA,NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","VISCODE","text",NA,NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","VISIT","text","LAB VISIT NAME",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","VISITTYP","text","LAB VISIT TYPE","S - Scheduled; U - Unscheduled"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","VISITMOD","text","LAB VISIT SUB TYPE","T - Early Termination; R - Retest; O - Physician Ordered"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","LBNAM","text","CENTRAL LABORATORY NAME",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SAMPLE_ID","text","Sample Identifier",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","LBDTM_DAYS_CONSENT","date","COLLECTION DATE TIME (Derived to days since study consent date)",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","LBDTM_DAYS_T0","date","COLLECTION DATE TIME (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RCVDTM_DAYS_CONSENT","date","RECEIVED (at the central laboratory) DATE TIME (Derived to days since study consent date)",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RCVDTM_DAYS_T0","date","RECEIVED (at the central laboratory) DATE TIME (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SPECMNUM","text","SPECIMEN MATERIAL ID",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","LBSPEC","text","SPECIMEN MATERIAL DESCRIPTION",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","FASTSTAT","text","FASTING STATUS","Y - Yes; N - N; U - Unknown"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","BATTRID","text","BASE BATTERY ID",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","BATTRNAM","text","BASE BATTERY NAME",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","LBTESTCD","text","LAB TEST CODE",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","LBTEST","text","TEST NAME",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","TSTSTAT","text","TEST STATUS","D - Done; N - Not Performed; X - Cancelled"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","TSTDTM_DAYS_CONSENT","date","TEST DATE TIME (Derived to days since study consent date)",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","TSTDTM_DAYS_T0","date","TEST DATE TIME (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","TSTTYP","text","TEST TYPE","S - Study Test; N - Non-Study Test; U - Unscheduled Study Test"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTRESC","text","REPORTED TEXT RESULT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTRESN","numeric","REPORTED NUMERIC RESULT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTRESNP","text","REPORTED RESULT NUMERIC PRECISION",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTNRLO","numeric","REPORTED Lower limit of reference range",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTNRHI","numeric","REPORTED Upper limit of reference range",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTU","text","REPORTED UNITS OF MEASUREMENT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","CNVRESC","text","CONVENTIONAL TEXT RESULT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","CNVRESN","numeric","CONVENTIONAL NUMERIC RESULT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","CNVRESNP","text","CONVENTIONAL RESULT NUMERIC PRECISION",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","CNVNRLO","numeric","CONVENTIONAL REF RANGE LO",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","CNVNRHI","numeric","CONVENTIONAL REF RANGE HI",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","CNVU","text","CONVENTIONAL UOM",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SIRESC","text","SI TEXT RESULT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SIRESN","numeric","SI NUMERIC RESULT",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SIRESNP","text","SI RESULT NUMERIC PRECISION",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SINRLO","numeric","SI REF RANGE LO",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SINRHI","numeric","SI REF RANGE HI",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","SIU","text","SI UOM",NA
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","RPTRTYP","text","RESULT TYPE","C - Coded; N - Numeric; T - Text; G - Greater Than (quantifiable limit); L - Less Than (quantifiable limit); R - Range"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","ALRTFL","text","ALERT FLAG","LP - Low Panic; LT - Low Telephone; LN - Low Normal; N - Normal; HN - High Normal; HT - High Telephone; HP - High Panic; AB - Abnormal;"
"clrm_lab.csv","Clinical Laboratory Results Modernization (CLRM) - Laboratory Tests","DELTFL","text","DELTA FLAG","D+ for an increase in value; D- for a decrease in value"
"cogstate_battery.csv","Cogstate - Computerized Battery","SUBSTUDY","text",NA,NA
"cogstate_battery.csv","Cogstate - Computerized Battery","BID","text",NA,NA
"cogstate_battery.csv","Cogstate - Computerized Battery","Hand","text","Dominant hand","Right/Left"
"cogstate_battery.csv","Cogstate - Computerized Battery","Sex","text","Sex","Male/Female"
"cogstate_battery.csv","Cogstate - Computerized Battery","TDate_DAYS_CONSENT","date","Test date (Derived to days since study consent date)",NA
"cogstate_battery.csv","Cogstate - Computerized Battery","TDate_DAYS_T0","date","Test date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"cogstate_battery.csv","Cogstate - Computerized Battery","Session_ID","text","Session Identifier (sequentially grouped by BID)",NA
"cogstate_battery.csv","Cogstate - Computerized Battery","VISCODE","text",NA,NA
"cogstate_battery.csv","Cogstate - Computerized Battery","TCode","text","Test code",NA
"cogstate_battery.csv","Cogstate - Computerized Battery","GMLidx","text","GML test index","0 to 20"
"cogstate_battery.csv","Cogstate - Computerized Battery","mps","text","Moves per second","0.0001 to 5"
"cogstate_battery.csv","Cogstate - Computerized Battery","dur","numeric","Duration of test (ms)","0 to 99999"
"cogstate_battery.csv","Cogstate - Computerized Battery","ter","text","Total errors (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","ler","text","Legal errors (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","rer","text","Rule break errors (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","per","text","Perseverative errors (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","lmn","numeric","Speed of performance (log10 msec)","2.001 to 6"
"cogstate_battery.csv","Cogstate - Computerized Battery","lsd","numeric","Standard deviation of speed of performance","0 to 3"
"cogstate_battery.csv","Cogstate - Computerized Battery","acc","numeric","Accuracy (arcsin sqrt proportion)","0 to 1.5708"
"cogstate_battery.csv","Cogstate - Computerized Battery","cor","numeric","Correct responses (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","err","numeric","Errors (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","presnt","numeric","Presentation count (Correct + Errors)","0 to 99"
"cogstate_battery.csv","Cogstate - Computerized Battery","metric","numeric","BPSO metric; ability to discriminate ‘lures’ from ‘similar’ objects (proportion)","0 to 1"
"cogstate_battery.csv","Cogstate - Computerized Battery","percor","numeric","Percent correct (proportion)","0 to 1"
"cogstate_battery.csv","Cogstate - Computerized Battery","cmv","text","Correct moves","0 to 140"
"cogstate_battery.csv","Cogstate - Computerized Battery","rth","text","Return to head moves","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","sti","numeric","Stimuli (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","cfo","text","Correct foils recalled","0 to 100"
"cogstate_battery.csv","Cogstate - Computerized Battery","res","text","Responses (count)","0 to 999"
"cogstate_battery.csv","Cogstate - Computerized Battery","Completion","numeric","Test completion flag (0 = pass; 1 = fail)","0 or 1"
"cogstate_battery.csv","Cogstate - Computerized Battery","Integrity","numeric","Test integrity flag (0 = pass; 1 = fail)","0 or 1"
"cogstate_battery.csv","Cogstate - Computerized Battery","SessionNumber","numeric","Count of the attempts on a single visit","0 to 3"
"cogstate_battery.csv","Cogstate - Computerized Battery","SessionCompletion","numeric","Session completion criteria","(i) 0 = Pass: all tests in session met completion criteria. (ii) 1 = Fail: at least one test in the session did not meet completion criteria. (iii) If one or more tests in the battery do not have any data for the test (and therefore, the test does not appear in the extract), SessionCompletionPass = 1 (fail)"
"cogstate_battery.csv","Cogstate - Computerized Battery","ExcludeData","numeric","Indicator for which test to use","0 = retain data in analysis; 1 = exclude data"
"cogstate_battery.csv","Cogstate - Computerized Battery","C3Comp","numeric","The score on the Cogstate C3 composite, incorporating the BPSO, Face Name, Detection, Identification One Card Learning and One Back tests, relative to age-matched normative data","-10 to 20"
"cogstate_battery.csv","Cogstate - Computerized Battery","LearnWMComp","numeric","The score on the Learning/Working Memory composite, incorporating the primary outcome measures for the One Card Learning and One Back tests (Accuracy), relative to age-matched normative data","-10 to 20"
"cogstate_battery.csv","Cogstate - Computerized Battery","OCLONBComp","numeric","The score on the Learning/Working Memory composite, incorporating the primary outcome measures for the One Card Learning and One Back tests (Accuracy), relative to age-matched normative data","-10 to 20"
"cogstate_battery.csv","Cogstate - Computerized Battery","PsychAttnComp","numeric","The score on the Psychomotor Function/Attention composite, incorporating the Detection and Identification tests, relative to age-matched normative data","-10 to 20"
"cogstate_battery.csv","Cogstate - Computerized Battery","AttnComp","numeric","The score on the Attention composite, incorporating the Detection, Identification and One Back tests, relative to age-matched normative data","-10 to 20"
"cogstate_battery.csv","Cogstate - Computerized Battery","C3AbrComp","numeric","The score on the Papp 2019, C3 composite, incorporating the BPSO, Face Name (matching) and One Card Learning tests, relative to age-matched normative data","-10 to 20"
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","SUBSTUDY","text",NA,NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","BID","text",NA,NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","VISCODE","text",NA,NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Date_DAYS_CONSENT","date","Test date (Derived to days since study consent date)",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Date_DAYS_T0","date","Test date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Session_ID","text","Session Identifier (sequentially grouped by BID)",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Instructions","text","Instructions presented from the questionnaire. {Note: (i) for the Complex Activities of Daily Living outcome, “Complex Activities of Daily Living Domain Score (CADL)” is presented; (ii) for the Interpersonal Functioning Domain outcome, “Interpersonal Functioning Domain Score (IF)” is presented, (iii) for the CPATH total score, “Total C-Path Score (total)” is presented.}",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Question Number","numeric","Number corresponding to the question presented from the questionnaire. (Note: for the Complex Activities of Daily Living outcome, Interpersonal Functioning Domain outcome, and the CPATH total score, this is blank.)",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Question Text","text","Question presented from the questionnaire. {Note: (i) for the Complex Activities of Daily Living outcome, “Complex Activities of Daily Living Domain Score (CADL)” is presented; (ii) for the Interpersonal Functioning Domain outcome, “Interpersonal Functioning Domain Score (IF)” is presented; (iii) for the CPATH total score, “Total C-Path Score (total)” is presented.}",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Answer Text","text","The actual answer given, in text format. (Note: for the Complex Activities of Daily Living outcome, Interpersonal Functioning Domain outcome, and the CPATH total score, this is blank.)",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","Score","numeric","The score corresponding to the answer given for the question presented from the questionnaire. {Note: (i) for the Complex Activities of Daily Living outcome, this reflects the sum of “Score” values for questions 1 through 16; (ii) for the Interpersonal Functioning Domain outcome, this reflects the sum of “Score” values for questions 17 through 26; (iii) for the CPATH total score, this reflects the sum of “Score” values for all individual questions.}",NA
"cogstate_cpath.csv","Cogstate - Critical Path Institute: Activities of Daily Living","LMN","numeric","Average Log10 reaction time score over all questions presented. (Note: for the individual questions, Complex Activities of Daily Living outcome and Interpersonal Functioning Domain outcome, this is blank.)",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","SUBSTUDY","text",NA,NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","BID","text",NA,NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","VISCODE","text",NA,NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Date_DAYS_CONSENT","date","Test date (Derived to days since study consent date)",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Date_DAYS_T0","date","Test date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Session_ID","text","Session Identifier (sequentially grouped by BID)",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Question","text","Question presented from the questionnaire. (Note: for the MCQ total score, “MCQT Total” is presented.)",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Answer","numeric","Answer given for the presented question. (Note: for the MCQ total score, this reflects the sum of “Answer” values for the individual questions.)",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Answer Text","text","The actual answer given, in text format. (Note: for the MCQ total score, this is blank.)",NA
